date,value
8/25/2011,5.979400801
8/26/2011,6.001355485
8/27/2011,5.975245255
8/28/2011,5.982231623
8/29/2011,6.007859847
8/30/2011,5.991918086
8/31/2011,5.997110094
9/1/2011,5.999365028
9/2/2011,6.019295071
9/3/2011,6.005381743
9/4/2011,5.998384889
9/5/2011,5.987834174
9/6/2011,5.983897363
9/7/2011,5.979892526
9/8/2011,5.98936675
9/9/2011,6.018937572
9/10/2011,6.002351467
9/11/2011,5.957658372
9/12/2011,5.975228729
9/13/2011,5.981802484
9/14/2011,5.993940745
9/15/2011,5.995492128
9/16/2011,6.026935154
9/17/2011,6.003978986
9/18/2011,5.973861458
9/19/2011,5.979205327
9/20/2011,5.983687228
9/21/2011,5.943136277
9/22/2011,5.975923532
9/23/2011,6.014901485
9/24/2011,6.003656882
9/25/2011,5.973239202
9/26/2011,5.970459487
9/27/2011,5.988770386
9/28/2011,5.98359728
9/29/2011,5.98810064
9/30/2011,6.015221256
10/1/2011,6.013868361
10/2/2011,5.989020844
10/3/2011,5.97900187
10/4/2011,5.982736396
10/5/2011,5.985975241
10/6/2011,5.985018826
10/7/2011,6.012467357
10/8/2011,6.001075535
10/9/2011,5.992292844
10/10/2011,5.980620519
10/11/2011,5.962023661
10/12/2011,5.974441932
10/13/2011,5.986236934
10/14/2011,6.026379819
10/15/2011,6.014540131
10/16/2011,5.988402803
10/17/2011,5.985297833
10/18/2011,5.991274229
10/19/2011,5.989244176
10/20/2011,5.97740023
10/21/2011,6.008894152
10/22/2011,6.00177358
10/23/2011,5.977453382
10/24/2011,5.983811158
10/25/2011,5.983242375
10/26/2011,5.980328028
10/27/2011,5.991077228
10/28/2011,6.017891143
10/29/2011,5.997263568
10/30/2011,5.98090834
10/31/2011,6.004719367
11/1/2011,5.993139208
11/2/2011,5.995755511
11/3/2011,5.990541877
11/4/2011,6.019868091
11/5/2011,6.012524231
11/6/2011,5.994787745
11/7/2011,5.969811424
11/8/2011,5.977601382
11/9/2011,5.976223102
11/10/2011,5.990054171
11/11/2011,6.03540482
11/12/2011,6.004610014
11/13/2011,5.98121208
11/14/2011,5.972210051
11/15/2011,5.979592968
11/16/2011,5.977819543
11/17/2011,5.985154408
11/18/2011,6.01161531
11/19/2011,5.992486242
11/20/2011,5.991408799
11/21/2011,5.98992678
11/22/2011,5.994885999
11/23/2011,6.024705014
11/24/2011,6.144654981
11/25/2011,6.025653823
11/26/2011,5.997148815
11/27/2011,5.969229261
11/28/2011,5.970849899
11/29/2011,5.979786306
11/30/2011,5.993025047
12/1/2011,6.00067622
12/2/2011,6.019640098
12/3/2011,6.008189816
12/4/2011,5.991527784
12/5/2011,5.983517213
12/6/2011,5.983677068
12/7/2011,5.987552719
12/8/2011,5.99044817
12/9/2011,6.021502868
12/10/2011,6.028720036
12/11/2011,5.999526236
12/12/2011,5.991414723
12/13/2011,6.000139176
12/14/2011,5.998323169
12/15/2011,5.998562003
12/16/2011,6.019390301
12/17/2011,6.015749565
12/18/2011,5.998022755
12/19/2011,5.995859731
12/20/2011,5.998257328
12/21/2011,6.016870809
12/22/2011,6.017710187
12/23/2011,6.045026248
12/24/2011,6.176435358
12/25/2011,6.250338342
12/26/2011,6.030825944
12/27/2011,5.985032112
12/28/2011,5.981450406
12/29/2011,5.979110715
12/30/2011,6.001403143
12/31/2011,6.109636667
1/1/2012,6.059209723
1/2/2012,5.974576011
1/3/2012,5.968592552
1/4/2012,5.97061102
1/5/2012,5.973143251
1/6/2012,5.990856168
1/7/2012,5.98769538
1/8/2012,5.977092094
1/9/2012,5.975933267
1/10/2012,5.972079872
1/11/2012,5.98815575
1/12/2012,5.985178386
1/13/2012,6.006141512
1/14/2012,5.992882911
1/15/2012,5.980005608
1/16/2012,5.960497871
1/17/2012,5.967188389
1/18/2012,5.954893237
1/19/2012,5.969642115
1/20/2012,5.993824325
1/21/2012,5.981192064
1/22/2012,5.969805871
1/23/2012,5.966965152
1/24/2012,5.97085975
1/25/2012,5.974089863
1/26/2012,5.979041863
1/27/2012,6.006112315
1/28/2012,5.995582631
1/29/2012,5.972039651
1/30/2012,5.964475827
1/31/2012,5.978538027
2/1/2012,5.981484789
2/2/2012,5.987982675
2/3/2012,6.016461136
2/4/2012,6.00854577
2/5/2012,6.00776004
2/6/2012,5.978686005
2/7/2012,5.98240347
2/8/2012,5.980636088
2/9/2012,5.987687052
2/10/2012,6.011751495
2/11/2012,5.967592325
2/12/2012,5.979249276
2/13/2012,6.003354458
2/14/2012,6.125171201
2/15/2012,5.977079292
2/16/2012,5.983786588
2/17/2012,6.004337295
2/18/2012,5.97210654
2/19/2012,5.972013088
2/20/2012,5.969573702
2/21/2012,5.984354867
2/22/2012,5.97177372
2/23/2012,5.969891626
2/24/2012,6.000662696
2/25/2012,5.997553761
2/26/2012,5.980837475
2/27/2012,5.972799079
2/28/2012,5.973748846
2/29/2012,5.976458924
3/1/2012,6.031074185
3/2/2012,5.999825926
3/3/2012,5.991875833
3/4/2012,5.973312148
3/5/2012,5.967080325
3/6/2012,5.971658493
3/7/2012,5.976262052
3/8/2012,5.998827237
3/9/2012,6.005512921
3/10/2012,6.00527063
3/11/2012,5.987692585
3/12/2012,5.973792975
3/13/2012,5.980005906
3/14/2012,5.992001749
3/15/2012,5.99294637
3/16/2012,6.00324556
3/17/2012,6.030077282
3/18/2012,6.001829482
3/19/2012,5.965858237
3/20/2012,5.979723642
3/21/2012,5.980787061
3/22/2012,5.981451688
3/23/2012,5.998640495
3/24/2012,6.000938323
3/25/2012,5.983502782
3/26/2012,5.966677764
3/27/2012,5.977071943
3/28/2012,5.981688779
3/29/2012,5.973447944
3/30/2012,6.001944776
3/31/2012,5.998394617
4/1/2012,5.977760736
4/2/2012,5.97795686
4/3/2012,5.975179836
4/4/2012,5.984958455
4/5/2012,5.990030825
4/6/2012,6.008224913
4/7/2012,6.008044295
4/8/2012,6.043857373
4/9/2012,5.967451452
4/10/2012,5.957566279
4/11/2012,5.945989269
4/12/2012,5.9673731
4/13/2012,6.002318484
4/14/2012,5.994217352
4/15/2012,5.969277208
4/16/2012,5.961999754
4/17/2012,5.971063559
4/18/2012,5.967237667
4/19/2012,5.972577496
4/20/2012,6.006459768
4/21/2012,6.007273559
4/22/2012,5.982826403
4/23/2012,5.965266069
4/24/2012,5.973741683
4/25/2012,5.969665237
4/26/2012,5.980339731
4/27/2012,6.002104876
4/28/2012,5.990597634
4/29/2012,5.966744103
4/30/2012,5.957553178
5/1/2012,5.967354171
5/2/2012,5.969267168
5/3/2012,5.975168346
5/4/2012,5.996446524
5/5/2012,6.000354934
5/6/2012,5.972186151
5/7/2012,5.953812669
5/8/2012,5.9610387
5/9/2012,5.965070652
5/10/2012,5.976149727
5/11/2012,5.999791723
5/12/2012,6.01755703
5/13/2012,6.085988186
5/14/2012,5.959971749
5/15/2012,5.955277179
5/16/2012,5.961077336
5/17/2012,5.964387491
5/18/2012,5.999413495
5/19/2012,5.999580602
5/20/2012,5.975218488
5/21/2012,5.954063337
5/22/2012,5.956295276
5/23/2012,5.967836261
5/24/2012,5.97336458
5/25/2012,6.000124641
5/26/2012,5.999360325
5/27/2012,5.984112619
5/28/2012,5.973329661
5/29/2012,5.944631374
5/30/2012,5.95509192
5/31/2012,5.976409203
6/1/2012,5.994007749
6/2/2012,5.997491189
6/3/2012,5.964089333
6/4/2012,5.965338188
6/5/2012,5.963471203
6/6/2012,5.968853322
6/7/2012,5.969897331
6/8/2012,5.991607441
6/9/2012,5.98215249
6/10/2012,5.963953631
6/11/2012,5.970891833
6/12/2012,5.96133446
6/13/2012,5.963052646
6/14/2012,5.955436809
6/15/2012,5.982783837
6/16/2012,5.99112891
6/17/2012,6.036983011
6/18/2012,5.967481988
6/19/2012,5.945891683
6/20/2012,5.96257118
6/21/2012,5.960834311
6/22/2012,5.97729736
6/23/2012,5.980804466
6/24/2012,5.960797137
6/25/2012,5.952361346
6/26/2012,5.965403516
6/27/2012,5.970285448
6/28/2012,5.965095822
6/29/2012,5.993940254
6/30/2012,5.965166157
7/1/2012,5.967999297
7/2/2012,5.962862427
7/3/2012,5.966096242
7/4/2012,6.014491977
7/5/2012,5.967250692
7/6/2012,5.974910358
7/7/2012,5.978204083
7/8/2012,5.961349283
7/9/2012,5.949306468
7/10/2012,5.968522217
7/11/2012,5.962283141
7/12/2012,5.965368075
7/13/2012,5.979071214
7/14/2012,5.97655488
7/15/2012,5.976346281
7/16/2012,5.965195367
7/17/2012,5.95974563
7/18/2012,5.958464815
7/19/2012,5.968250191
7/20/2012,5.941482453
7/21/2012,5.972915293
7/22/2012,5.984521881
7/24/2012,5.960477811
7/25/2012,5.96958591
7/26/2012,5.962283708
7/27/2012,6.008272746
7/28/2012,5.992179363
7/29/2012,5.982091466
7/30/2012,5.964792632
7/31/2012,5.984100604
8/1/2012,5.985807461
8/2/2012,5.985920822
8/3/2012,5.999039475
8/4/2012,6.001817548
8/5/2012,5.982847474
8/6/2012,5.967545221
8/7/2012,5.977611924
8/8/2012,5.974475997
8/9/2012,5.982301246
8/10/2012,5.98757401
8/11/2012,5.991816879
8/12/2012,5.996628505
8/13/2012,5.960807797
8/14/2012,5.971105676
8/15/2012,5.972966662
8/16/2012,5.981551218
8/17/2012,5.989405272
8/18/2012,5.984989848
8/19/2012,5.975309598
8/20/2012,5.972257645
8/21/2012,5.956126949
8/22/2012,5.95811524
8/23/2012,5.976890712
8/24/2012,5.984255829
8/25/2012,5.983705383
8/26/2012,5.970925093
8/27/2012,5.961610295
8/28/2012,5.9784735
8/29/2012,6.00523759
8/30/2012,5.987945708
8/31/2012,6.006139634
9/1/2012,6.000371342
9/2/2012,5.97740658
9/3/2012,5.959497611
9/4/2012,5.96797136
9/5/2012,5.965983185
9/6/2012,5.986048713
9/7/2012,6.005777346
9/8/2012,5.99125303
9/9/2012,5.973305408
9/10/2012,5.963856187
9/11/2012,5.953798633
9/12/2012,5.977641271
9/13/2012,6.000016624
9/14/2012,5.997939268
9/15/2012,5.997288958
9/17/2012,5.96024227
9/18/2012,5.965611584
9/19/2012,5.975915565
9/20/2012,5.988133796
9/21/2012,6.012038845
9/22/2012,5.998769796
9/23/2012,5.967510381
9/24/2012,5.952459213
9/25/2012,5.95819404
9/26/2012,5.969936225
9/27/2012,5.971428538
9/28/2012,6.00517066
9/29/2012,6.004206416
9/30/2012,5.969241621
10/1/2012,5.966861771
10/2/2012,5.959296228
10/3/2012,5.941905024
10/4/2012,5.97106488
10/5/2012,5.999606627
10/6/2012,5.999882297
10/7/2012,5.987787584
10/8/2012,5.969798293
10/9/2012,5.959730758
10/10/2012,5.959470823
10/11/2012,5.963929852
10/12/2012,5.98957465
10/13/2012,5.983199703
10/14/2012,5.959406395
10/15/2012,5.951676829
10/16/2012,5.928096194
10/17/2012,5.961127665
10/18/2012,5.971269892
10/19/2012,5.992699635
10/20/2012,6.00112897
10/21/2012,5.96800884
10/22/2012,5.943216024
10/23/2012,5.958173246
10/24/2012,5.962956857
10/25/2012,5.970880301
10/26/2012,5.989869879
10/27/2012,5.979423088
10/28/2012,5.937945133
10/29/2012,5.925923742
10/30/2012,5.945526119
10/31/2012,5.992698424
11/1/2012,5.969772824
11/2/2012,5.990362792
11/3/2012,5.986367824
11/4/2012,5.953849864
11/5/2012,5.959302385
11/6/2012,5.930486597
11/7/2012,5.96207295
11/8/2012,5.974622997
11/9/2012,5.997814537
11/10/2012,5.990720794
11/11/2012,5.978306255
11/12/2012,5.968903981
11/13/2012,5.969186212
11/14/2012,5.971603027
11/16/2012,5.986264693
11/18/2012,5.973430701
11/19/2012,5.964026872
11/20/2012,5.977716709
11/21/2012,5.985223915
11/22/2012,6.12192778
11/23/2012,6.011306049
11/24/2012,5.986812348
11/25/2012,5.962466117
11/26/2012,5.962172564
11/27/2012,5.966609723
11/28/2012,5.969079609
11/29/2012,5.974152179
11/30/2012,6.01934687
12/1/2012,6.015975837
12/2/2012,5.970888583
12/3/2012,5.966461149
12/4/2012,5.975198851
12/5/2012,5.975269558
12/6/2012,5.980046314
12/7/2012,5.998917203
12/8/2012,5.997604284
12/9/2012,5.973525613
12/10/2012,5.964305738
12/11/2012,5.969108101
12/12/2012,5.979768389
12/13/2012,5.990229692
12/14/2012,5.892759469
12/15/2012,5.970407696
12/16/2012,5.956519051
12/17/2012,5.953757136
12/18/2012,5.969884083
12/19/2012,5.969273669
12/20/2012,5.966410269
12/21/2012,5.993224016
12/22/2012,5.99931644
12/23/2012,6.023572526
12/24/2012,6.168011884
12/25/2012,6.233341521
12/26/2012,5.991825095
12/27/2012,5.96340514
12/28/2012,5.963292898
12/29/2012,5.952361779
12/30/2012,5.955869925
12/31/2012,6.098792129
1/1/2013,6.029148129
1/2/2013,5.943104145
1/3/2013,5.945155183
1/4/2013,5.964649574
1/5/2013,5.962414046
1/6/2013,5.93907779
1/7/2013,5.943205894
1/8/2013,5.947688343
1/9/2013,5.969924041
1/10/2013,5.948694283
1/11/2013,5.985985228
1/12/2013,5.997515321
1/13/2013,5.963509274
1/14/2013,5.945392303
1/15/2013,5.945943403
1/16/2013,5.946081344
1/17/2013,5.952498554
1/18/2013,5.9743646
1/19/2013,5.980652872
1/20/2013,5.948865709
1/21/2013,5.945570231
1/22/2013,5.937981203
1/23/2013,5.941097062
1/24/2013,5.954452671
1/25/2013,5.975547637
1/26/2013,5.982543234
1/27/2013,5.957141383
1/28/2013,5.949307274
1/29/2013,5.957847241
1/30/2013,5.948751061
1/31/2013,5.966799857
2/1/2013,6.014500585
2/2/2013,5.993726288
2/3/2013,5.985345537
2/4/2013,5.955418601
2/5/2013,5.959478519
2/6/2013,5.96987172
2/7/2013,5.963506145
2/8/2013,5.98355303
2/9/2013,5.993227875
2/10/2013,5.989632687
2/11/2013,5.963675863
2/12/2013,5.957612831
2/13/2013,6.003220511
2/14/2013,6.120349094
2/15/2013,6.015415016
2/16/2013,5.992160264
2/17/2013,5.978738826
2/18/2013,5.960311513
2/19/2013,5.952589334
2/20/2013,5.966146583
2/21/2013,5.962326643
2/22/2013,5.984152569
2/23/2013,5.992131035
2/24/2013,5.977196116
2/25/2013,5.956279779
2/26/2013,5.952982889
2/27/2013,5.956384798
2/28/2013,5.982133435
3/1/2013,6.029412474
3/2/2013,6.001931335
3/3/2013,5.967634657
3/4/2013,5.959519116
3/5/2013,5.946316935
3/6/2013,5.961099021
3/7/2013,5.965173091
3/8/2013,6.003105952
3/9/2013,5.999392986
3/10/2013,5.990328042
3/11/2013,5.957555261
3/12/2013,5.957896565
3/13/2013,5.966730696
3/14/2013,5.972918832
3/15/2013,5.990282382
3/16/2013,5.989816861
3/17/2013,5.985747311
3/18/2013,5.95523881
3/19/2013,5.949991123
3/20/2013,5.9643563
3/21/2013,5.971728417
3/22/2013,5.993999292
3/23/2013,5.989225034
3/24/2013,5.969017681
3/25/2013,5.962545167
3/26/2013,5.966155406
3/27/2013,5.966004637
3/28/2013,5.989859012
3/29/2013,5.996037717
3/30/2013,5.997488163
3/31/2013,6.008554405
4/1/2013,5.958225504
4/2/2013,5.965487647
4/3/2013,5.945948418
4/4/2013,5.960015276
4/5/2013,5.98040975
4/6/2013,5.993457581
4/7/2013,5.975455821
4/8/2013,5.954836127
4/9/2013,5.964039063
4/10/2013,5.964124135
4/11/2013,5.963025288
4/12/2013,5.990429407
4/13/2013,5.988068677
4/14/2013,5.975770022
4/15/2013,5.889957941
4/16/2013,5.944432886
4/17/2013,5.950168304
4/18/2013,5.962749188
4/19/2013,5.930567657
4/20/2013,5.996827218
4/21/2013,5.977986016
4/22/2013,5.96741556
4/23/2013,5.965797484
4/24/2013,5.967400048
4/25/2013,5.978007262
4/26/2013,5.997329235
4/27/2013,6.003450921
4/28/2013,5.975359255
4/29/2013,5.963652881
4/30/2013,5.972060992
5/1/2013,5.97688835
5/2/2013,5.981711386
5/3/2013,6.003317333
5/4/2013,6.000077112
5/5/2013,5.978958438
5/6/2013,5.963039863
5/7/2013,5.961959523
5/8/2013,5.970931461
5/9/2013,5.977936408
5/10/2013,5.999387706
5/11/2013,6.017693933
5/12/2013,6.074707168
5/13/2013,5.976081068
5/14/2013,5.970168808
5/15/2013,5.96786536
5/16/2013,5.974994989
5/17/2013,6.004331161
5/18/2013,6.008036389
5/19/2013,5.992441777
5/20/2013,5.970700084
5/21/2013,5.949007935
5/22/2013,5.943023513
5/23/2013,5.962529636
5/24/2013,5.99920808
5/25/2013,6.022691256
5/26/2013,5.991322449
5/27/2013,5.984830018
5/28/2013,5.961011251
5/29/2013,5.969800262
5/30/2013,5.975856555
5/31/2013,5.99380337
6/1/2013,5.997696966
6/2/2013,5.979529658
6/3/2013,5.956948475
6/4/2013,5.973130722
6/5/2013,5.978423086
6/6/2013,5.97787712
6/7/2013,5.994151672
6/8/2013,6.016068404
6/9/2013,5.985087678
6/10/2013,5.967208721
6/11/2013,5.959527224
6/12/2013,5.960427811
6/13/2013,5.964750588
6/14/2013,6.004796748
6/15/2013,6.015032419
6/16/2013,6.056248378
6/17/2013,5.972985285
6/18/2013,5.958474137
6/19/2013,5.961339253
6/20/2013,5.958713403
6/21/2013,5.985627345
6/22/2013,5.996768308
6/23/2013,5.981990178
6/24/2013,5.96419377
6/25/2013,5.976217423
6/26/2013,5.965991168
6/27/2013,5.969741425
6/28/2013,5.989896967
6/29/2013,5.994451637
6/30/2013,5.991734738
7/1/2013,5.977582926
7/2/2013,5.972020151
7/3/2013,5.974746699
7/4/2013,6.035602611
7/5/2013,5.982973312
7/6/2013,5.986359245
7/7/2013,5.988806105
7/8/2013,5.962780653
7/9/2013,5.981233395
7/10/2013,5.976815673
7/11/2013,5.98354521
7/12/2013,5.978997074
7/13/2013,5.919691762
7/14/2013,5.928392352
7/15/2013,5.976579623
7/16/2013,5.988863895
7/17/2013,5.98253425
7/18/2013,5.984434172
7/19/2013,5.995768016
7/20/2013,5.992418585
7/21/2013,5.977694447
7/22/2013,5.996887773
7/23/2013,6.005270466
7/24/2013,5.983075962
7/25/2013,5.983652272
7/26/2013,5.988357567
7/27/2013,5.979830611
7/28/2013,5.980195151
7/29/2013,5.968747378
7/30/2013,5.970900634
7/31/2013,5.980494709
8/1/2013,5.988889974
8/2/2013,5.986988991
8/3/2013,6.00075218
8/4/2013,5.993413933
8/5/2013,5.988992932
8/6/2013,5.974068231
8/7/2013,5.976513469
8/8/2013,5.980231508
8/9/2013,5.988103919
8/10/2013,5.985869422
8/11/2013,5.991711146
8/12/2013,5.980706284
8/13/2013,5.970479865
8/14/2013,5.986670113
8/15/2013,5.980941501
8/16/2013,5.998171585
8/17/2013,5.995888701
8/18/2013,5.978335407
8/19/2013,5.981755485
8/20/2013,5.997515065
8/21/2013,5.975610649
8/22/2013,5.982653468
8/23/2013,6.000851657
8/24/2013,6.001591413
8/25/2013,5.986228542
8/26/2013,5.992820473
8/27/2013,5.973263861
8/28/2013,5.993315067
8/29/2013,6.014808922
8/30/2013,6.005466547
8/31/2013,5.998898457
9/1/2013,5.993581562
9/2/2013,5.983922756
9/3/2013,5.973966932
9/4/2013,5.975456108
9/5/2013,5.982370395
9/6/2013,6.014618306
9/7/2013,6.007032489
9/8/2013,5.98267748
9/9/2013,5.953049783
9/10/2013,5.966149988
9/11/2013,5.955522116
9/12/2013,5.9898846
9/13/2013,6.040026929
9/14/2013,6.005330208
9/15/2013,5.967437904
9/16/2013,5.962850583
9/17/2013,5.979871458
9/18/2013,5.974068862
9/19/2013,5.985635881
9/20/2013,6.010865083
9/21/2013,6.001866394
9/22/2013,5.979806391
9/23/2013,5.969244873
9/24/2013,5.965943588
9/25/2013,5.973001036
9/26/2013,5.982295433
9/27/2013,6.013965008
9/28/2013,6.009514464
9/29/2013,5.963870051
9/30/2013,5.961894417
10/1/2013,5.956290659
10/2/2013,5.973885489
10/3/2013,5.969415869
10/4/2013,6.007623274
10/5/2013,6.012353599
10/6/2013,5.998727882
10/7/2013,5.973283026
10/8/2013,5.978641442
10/9/2013,5.979228183
10/10/2013,5.992631698
10/11/2013,6.006912231
10/12/2013,6.009737556
10/13/2013,5.980167002
10/14/2013,5.990110411
10/16/2013,5.978825945
10/17/2013,5.984345524
10/18/2013,6.010860979
10/19/2013,6.011190457
10/20/2013,5.986551606
10/21/2013,5.983370001
10/22/2013,5.983787086
10/23/2013,5.985958586
10/24/2013,5.995594996
10/25/2013,6.027343904
10/26/2013,6.020433929
10/27/2013,6.029708304
10/28/2013,5.996188281
10/29/2013,6.006404729
10/30/2013,6.001112411
10/31/2013,6.038543364
11/1/2013,6.018653894
11/2/2013,6.029721971
11/3/2013,6.013266753
11/4/2013,5.982792044
11/5/2013,5.986869907
11/6/2013,5.991159551
11/7/2013,5.991947298
11/8/2013,6.021620858
11/9/2013,6.012848625
11/10/2013,5.995743839
11/11/2013,5.992952015
11/12/2013,5.995408771
11/13/2013,5.991657555
11/14/2013,5.993399802
11/15/2013,6.02594407
11/16/2013,6.023469101
11/17/2013,5.985285424
11/18/2013,5.987256124
11/19/2013,5.995970962
11/20/2013,6.001488706
11/21/2013,5.993987787
11/22/2013,6.031785193
11/23/2013,6.035983429
11/24/2013,6.002587016
11/25/2013,5.998165217
11/26/2013,5.991237996
11/27/2013,6.008481511
11/28/2013,6.150087092
11/29/2013,6.034086464
11/30/2013,5.971959743
12/1/2013,5.956396236
12/2/2013,5.989717674
12/3/2013,5.994018676
12/4/2013,6.002137714
12/5/2013,5.98111392
12/7/2013,6.013945752
12/8/2013,5.997682463
12/9/2013,5.980713213
12/10/2013,5.995431765
12/11/2013,6.002112873
12/12/2013,6.001024299
12/13/2013,6.031751039
12/14/2013,6.025593734
12/15/2013,6.008599096
12/16/2013,6.00141012
12/17/2013,6.012484207
12/18/2013,6.013167729
12/19/2013,6.015799524
12/20/2013,6.043980457
12/21/2013,6.051106979
12/22/2013,6.025538959
12/23/2013,6.056317143
12/24/2013,6.200165602
12/25/2013,6.276911383
12/26/2013,6.052753035
12/27/2013,6.015821862
12/28/2013,6.003334056
12/29/2013,5.98281657
12/30/2013,5.999051419
12/31/2013,6.121500803
1/1/2014,6.078008332
1/2/2014,5.984447829
1/3/2014,5.984833286
1/4/2014,5.979779899
1/5/2014,5.958183273
1/6/2014,5.958130465
1/7/2014,5.963692921
1/8/2014,5.972863439
1/9/2014,5.994362002
1/10/2014,6.006395188
1/11/2014,6.014377805
1/12/2014,6.019070944
1/13/2014,6.001395488
1/14/2014,5.967072894
1/15/2014,5.976620641
1/16/2014,5.982048949
1/17/2014,6.010320093
1/18/2014,6.011137216
1/19/2014,5.971851684
1/20/2014,5.985537517
1/21/2014,5.971526862
1/22/2014,5.974256678
1/23/2014,5.940289276
1/24/2014,5.996117625
1/25/2014,6.007073855
1/26/2014,6.001433198
1/27/2014,5.979308015
1/28/2014,5.980599718
1/29/2014,5.97942017
1/30/2014,5.99230274
1/31/2014,6.029888843
2/1/2014,6.042480313
2/2/2014,6.02178095
2/3/2014,5.998592455
2/4/2014,5.997766577
2/5/2014,6.001047029
2/6/2014,5.998148311
2/7/2014,6.029323351
2/8/2014,6.027714999
2/9/2014,5.994992639
2/10/2014,6.002674212
2/11/2014,6.001267859
2/12/2014,6.008869671
2/13/2014,6.025495694
2/14/2014,6.17489194
2/15/2014,6.045034996
2/16/2014,6.015116032
2/17/2014,6.000890397
2/18/2014,5.991840316
2/19/2014,6.008775347
2/20/2014,6.006125909
2/21/2014,6.02950759
2/22/2014,6.029981883
2/23/2014,6.01274026
2/24/2014,6.007308908
2/25/2014,5.995976238
2/26/2014,6.009933484
2/27/2014,6.007972299
2/28/2014,6.04576855
3/1/2014,6.077708269
3/2/2014,6.032184164
3/3/2014,6.000869083
3/4/2014,6.005506786
3/5/2014,6.003952239
3/6/2014,6.00607582
3/7/2014,6.022902895
3/8/2014,6.042116252
3/9/2014,6.022627093
3/10/2014,5.994654938
3/11/2014,5.986626749
3/12/2014,5.995806653
3/13/2014,5.998430528
3/14/2014,6.029889514
3/15/2014,6.047808979
3/16/2014,6.022098496
3/17/2014,6.010786977
3/18/2014,6.012392788
3/19/2014,6.028914781
3/20/2014,6.028314593
3/21/2014,6.035393209
3/22/2014,6.048981269
3/23/2014,6.006031614
3/24/2014,5.988989861
3/25/2014,5.992416496
3/26/2014,6.00659024
3/27/2014,6.013446543
3/28/2014,6.025510727
3/29/2014,6.022807048
3/30/2014,6.024603311
3/31/2014,6.00751273
4/1/2014,5.992317835
4/2/2014,6.001928124
4/3/2014,6.013169336
4/4/2014,6.040523941
4/5/2014,6.056301015
4/6/2014,6.025174417
4/7/2014,6.002580387
4/8/2014,6.010370047
4/9/2014,6.004126217
4/10/2014,6.014370649
4/11/2014,6.043750704
4/12/2014,6.038738482
4/13/2014,6.035372417
4/14/2014,6.005641922
4/15/2014,6.007824159
4/16/2014,6.013661802
4/17/2014,6.014875761
4/18/2014,6.038728089
4/19/2014,6.038787752
4/20/2014,6.080696377
4/21/2014,6.018839225
4/22/2014,6.015791066
4/23/2014,6.016884694
4/24/2014,6.016852379
4/25/2014,6.037070681
4/26/2014,6.037906469
4/27/2014,6.011031944
4/28/2014,5.993357455
4/29/2014,5.990943143
4/30/2014,6.002782154
5/1/2014,6.020085752
5/2/2014,6.033055506
5/3/2014,6.044332667
5/4/2014,6.017253171
5/5/2014,6.010979065
5/6/2014,6.009593087
5/7/2014,6.009101696
5/8/2014,6.008173035
5/9/2014,6.039225516
5/10/2014,6.068274311
5/11/2014,6.138155359
5/12/2014,6.012827666
5/13/2014,6.003102948
5/14/2014,6.005294347
5/15/2014,6.004053062
5/16/2014,6.032824669
5/17/2014,6.057627891
5/18/2014,6.034177673
5/19/2014,6.015846321
5/20/2014,6.015150927
5/21/2014,6.015444646
5/22/2014,6.017648351
5/23/2014,6.045490993
5/24/2014,6.056534845
5/25/2014,6.02907999
5/26/2014,6.02883217
5/27/2014,6.002788793
5/28/2014,6.00176181
5/29/2014,6.029954713
5/30/2014,6.046569215
5/31/2014,6.05262139
6/1/2014,6.028906363
6/2/2014,6.015959908
6/3/2014,6.012246265
6/4/2014,6.02376323
6/5/2014,6.015568978
6/6/2014,6.028827227
6/7/2014,6.042914455
6/8/2014,6.028938566
6/9/2014,6.007846449
6/10/2014,6.005062955
6/11/2014,6.018550302
6/12/2014,6.017531689
6/13/2014,6.037255389
6/14/2014,6.048599466
6/15/2014,6.074919236
6/16/2014,6.019348302
6/17/2014,6.017445383
6/18/2014,6.023990086
6/19/2014,6.007387836
6/20/2014,6.033480389
6/21/2014,6.043106048
6/22/2014,6.039085577
6/23/2014,6.019909885
6/24/2014,6.012949711
6/25/2014,6.022568986
6/26/2014,6.035194079
6/27/2014,6.051319652
6/28/2014,6.041134005
6/29/2014,6.023198806
6/30/2014,6.038171907
7/1/2014,6.045241178
7/2/2014,6.037577095
7/3/2014,6.04736741
7/4/2014,6.097572762
7/5/2014,6.04222231
7/6/2014,6.038924351
7/7/2014,6.051858551
7/8/2014,6.006491368
7/9/2014,6.026056249
7/10/2014,6.033239291
7/11/2014,6.044050467
7/12/2014,6.046188506
7/13/2014,6.050448336
7/14/2014,6.034558347
7/15/2014,6.031018842
7/16/2014,6.055529421
7/17/2014,6.020722818
7/18/2014,6.035756278
7/19/2014,6.031124787
7/20/2014,6.019403831
7/21/2014,6.023048107
7/22/2014,6.048505913
7/23/2014,6.061320462
7/24/2014,6.032705331
7/25/2014,6.051955892
7/26/2014,6.030193002
7/27/2014,6.034228556
7/28/2014,6.028724075
7/29/2014,6.030182578
7/30/2014,6.017735305
7/31/2014,6.024576025
8/1/2014,6.033159752
8/2/2014,6.037999099
8/3/2014,6.03196405
8/4/2014,6.03293462
8/5/2014,6.025752019
8/6/2014,6.032584602
8/7/2014,6.036074216
8/8/2014,6.045816406
8/9/2014,6.041266645
8/10/2014,6.033196018
